ID,chemical_name,DTXSID,PubChem_CID,InChIKey,FISH_ACUTE_LC50_IRFMN_RECALCULATED,FISH_ACUTE_LC50_IRFMN_RECALCULATED_UNIT,FISH_ACUTE_LC50_IRFMN_RELIABILTY,FISH_ACUTE_LC50_IRFMN_RECALCULATED_S_AD,FISH_S_AD_COMMENT,FISH_ECOTOXDB_P5,FISH_ECOTOXDB_P5_UNIT,FISH_ECOTOXDB_GEOMEAN,FISH_ECOTOXDB_GEOMEAN_UNIT,FISH_ECOTOXDB_P5_S_AD,FISH_ECOTOXDB_GEOMEAN_S_AD,FISH_ECOTOXDB_S_AD_COMMENT,FISH_ECOTOXDB_datapoints
ID_0696,Heptachlor,DTXSID3020679,3589,FRCCEHPWNOQAEU-UHFFFAOYSA-N,0.5718,mg/L,LOW,0,"OPERA 2.7, QSARr",0.00377,mg/L,0.05253,mg/L,3,3,"OPERA 2.7, QSARr",81
ID_0697,Dicyclohexyl sulfosuccinic acid,DTXSID3047213,90918,QPSVFNQMURAADJ-UHFFFAOYSA-N,2.828,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0698,"1,4-Bis(octyloxy)-1,4-dioxobutane-2-sulfonic acid",DTXSID70859663,15426,OXLXSOPFNVKUMU-UHFFFAOYSA-N,1.202,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0699,Dioctylsulfosuccinate,DTXSID1044279,11339,HNSDLXPSAYFUHK-UHFFFAOYSA-N,1.684,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0700,"1,4-Dichlorobenzene",DTXSID1020431,4685,OCJBOOLMMGQPQU-UHFFFAOYSA-N,5.364,mg/L,EXPERIMENTAL,3,"OPERA 2.7, QSARr",1.11,mg/L,5.555,mg/L,3,3,"OPERA 2.7, QSARr",74
ID_0701,"1,4-Dihydroxyanthraquinone | Quinizarin",DTXSID8044464,6688,GUEIZVNYDFNHJU-UHFFFAOYSA-N,2.147,mg/L,LOW,0,"OPERA 2.7, QSARr",5.887,mg/L,5.887,mg/L,0,0,"OPERA 2.7, QSARr",1
ID_0702,"1,4-Dioxacycloheptadecane-5,17-dione",DTXSID1044774,61014,XRHCAGNSDHCHFJ-UHFFFAOYSA-N,4.139,mg/L,MODERATE,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0703,"1,4-Dioxane",DTXSID4020533,31275,RYHBNJHYFVUHQT-UHFFFAOYSA-N,18.8,mg/L,MODERATE,3,"OPERA 2.7, QSARr",5606,mg/L,10130,mg/L,3,3,"OPERA 2.7, QSARr",12
ID_0704,"1,5-Dihydroxyanthraquinone | Anthrarufin",DTXSID8051594,8328,JPICKYUTICNNNJ-UHFFFAOYSA-N,2.494,mg/L,LOW,2,"OPERA 2.7, QSARr",4.676,mg/L,4.676,mg/L,2,2,"OPERA 2.7, QSARr",1
ID_0705,Phenazone | Antipyrine,DTXSID6021117,2206,VEQOALNAAJBPNY-UHFFFAOYSA-N,15.56,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0706,Propyphenazone,DTXSID6023529,3778,PXWLVJLKJGVOKE-UHFFFAOYSA-N,5.948,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0707,Ramifenazone,DTXSID1045906,5037,XOZLRRYPUKAKMU-UHFFFAOYSA-N,7.241,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0708,4-Formyl-antipyrine,DTXSID10241720,70371,QFYZFYDOEJZMDX-UHFFFAOYSA-N,5.84,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0709,Noramidopyrine,DTXSID80199865,10618,JILCEWWZTBBOFS-UHFFFAOYSA-N,7.21,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0710,Sucralose,DTXSID1040245,71485,BAQAVOSOZGMPRM-QBMZZYIRSA-N,3.093,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0711,"1,6-Dinitropyrene",DTXSID90872819,39184,GUXACCKTQWVTLG-UHFFFAOYSA-N,1.042,mg/L,LOW,0,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0712,4-Methylbenzylidene camphor,DTXSID8047896,37563,HEOCBCNFKCOKBX-UHFFFAOYSA-N,1.353,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0713,Camphor,DTXSID5030955,2537,DSSYKIVIOFKYAU-UHFFFAOYSA-N,12.75,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0714,Paraxanthine,DTXSID2052281,4687,QUNWUDVFRNGTCO-UHFFFAOYSA-N,21.91,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0715,"1,8-Dichloroanthraquinone",DTXSID8058873,6708,VBQNYYXVDQUKIU-UHFFFAOYSA-N,0.6357,mg/L,LOW,0,"OPERA 2.7, QSARr",5.887,mg/L,5.887,mg/L,0,0,"OPERA 2.7, QSARr",1
ID_0716,"1,8-Dihydroxyanthraquinone",DTXSID9020328,2950,QBPFLULOKWLNNW-UHFFFAOYSA-N,2.373,mg/L,LOW,2,"OPERA 2.7, QSARr",10,mg/L,10,mg/L,2,2,"OPERA 2.7, QSARr",1
ID_0717,6-Mercaptopurine,DTXSID0020810,4071,GLVAUDGFNGKCSF-UHFFFAOYSA-N,22.31,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0718,Bifonazole,DTXSID9045631,2378,OCAPBUJLXMYKEJ-UHFFFAOYSA-N,0.5096,mg/L,LOW,0,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0719,Bitertanol,DTXSID2037502,91656,VGPIBGGRCVEHQZ-UHFFFAOYSA-N,0.8234,mg/L,LOW,3,"OPERA 2.7, QSARr",2.105,mg/L,2.149,mg/L,3,3,"OPERA 2.7, QSARr",2
ID_0720,Pindolol,DTXSID8023476,4828,JZQKKSLKJUAGIC-UHFFFAOYSA-N,4.806,mg/L,MODERATE,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0721,C.I. Solvent Orange 7,DTXSID5040706,18386,JBTHDAVBDKKSRW-UHFFFAOYSA-N,0.5434,mg/L,LOW,0,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0722,Rufinamide,DTXSID1046506,129228,POGQSBRIGCQNEG-UHFFFAOYSA-N,3.477,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0723,Halfenprox,DTXSID3057935,10140464,WIFXJBMOTMKRMM-UHFFFAOYSA-N,0.7512,mg/L,LOW,0,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0724,Clotrimazole,DTXSID7029871,2812,VNFPBHJOKIVQEB-UHFFFAOYSA-N,0.4802,mg/L,LOW,0,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0725,1-Piperonylpiperazine,DTXSID70185994,94426,NBOOZXVYXHATOW-UHFFFAOYSA-N,9.733,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0726,Mepindolol,DTXSID40865110,71698,NXWGWUVGUSFQJC-UHFFFAOYSA-N,5.077,mg/L,MODERATE,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0727,Captopril,DTXSID1037197,12851888,FAKRSMQSSFJEIM-RQJHMYQMSA-N,2.834,mg/L,MODERATE,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0728,Quaternium-15 (free base),DTXSID1047992,5846454,LDLCEGCJYSDJLX-UPHRSURJSA-N,17.33,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0729,Lercanidipine,DTXSID2048327,65866,ZDXUKAKRHYTAKV-UHFFFAOYSA-N,1.111,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0730,Papaverine,DTXSID4023418,4680,XQYZDYMELSJDRZ-UHFFFAOYSA-N,3.033,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0731,Meclizine,DTXSID0023242,4034,OCJYIGYOJCODJL-UHFFFAOYSA-N,0.6543,mg/L,LOW,0,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0732,Chlorcyclizine,DTXSID9048011,2710,WFNAKBGANONZEQ-UHFFFAOYSA-N,1.335,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0733,Norchlorcyclizine,DTXSID00891490,9340,UZKBSZSTDQSMDR-UHFFFAOYSA-N,1.948,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0734,Astemizole,DTXSID9020110,2247,GXDALQBWZGODGZ-UHFFFAOYSA-N,0.7841,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0735,Desnitro-imidacloprid,DTXSID90436011,10130527,UEQZFAGVRGWPDK-UHFFFAOYSA-N,10.68,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0736,Imidacloprid urea,DTXSID1037563,15390532,ADWTYURAFSWNSU-UHFFFAOYSA-N,9.072,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0737,Talampanel,DTXSID10167259,164509,JACAAXNEHGBPOQ-LLVKDONJSA-N,5.003,mg/L,LOW,2,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0738,Carazolol,DTXSID00866648,71739,BQXQGZPYHWWCEB-UHFFFAOYSA-N,4.179,mg/L,MODERATE,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0739,Carvedilol,DTXSID8022747,2585,OGHNVEJMJSYVRP-UHFFFAOYSA-N,3.172,mg/L,MODERATE,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0740,Propranolol,DTXSID6023525,4946,AQHHHDLHHXJYJD-UHFFFAOYSA-N,5.462,mg/L,MODERATE,3,"OPERA 2.7, QSARr",12.05,mg/L,16.64,mg/L,3,3,"OPERA 2.7, QSARr",2
ID_0741,Alprenolol,DTXSID0045127,2119,PAZJSJFMUHDSTF-UHFFFAOYSA-N,4.752,mg/L,MODERATE,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0742,Bisoprolol,DTXSID6022682,2405,VHYCDWMUTMEGQY-UHFFFAOYSA-N,7.681,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0743,Oxprenolol,DTXSID1043835,4631,CEMAWMOMDPGJMB-UHFFFAOYSA-N,4.535,mg/L,MODERATE,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0744,Benproperine,DTXSID10862853,2326,JTUQXGZRVLWBCR-UHFFFAOYSA-N,0.7698,mg/L,MODERATE,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0745,RCS-8,DTXSID30158821,53394099,BSQFBMXCQIKYNI-UHFFFAOYSA-N,0.9524,mg/L,LOW,0,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0746,Sibutramine,DTXSID1023578,5210,UNAANXDKBXWMLN-UHFFFAOYSA-N,0.4405,mg/L,MODERATE,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0747,Venlafaxine-N-desmethyl,DTXSID20881050,3501942,MKAFOJAJJMUXLW-UHFFFAOYSA-N,8.868,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0748,"1-(2,3-Dihydro-1,1,2,6-tetramethyl-3-(1-methylethyl)-1H-inden-5-yl)ethan-1-one",DTXSID9052393,91696,IMRYETFJNLKUHK-UHFFFAOYSA-N,0.7494,mg/L,MODERATE,3,"OPERA 2.7, QSARr",0.95,mg/L,0.95,mg/L,3,3,"OPERA 2.7, QSARr",1
ID_0749,Fenticonazole,DTXSID7057812,51755,ZCJYUTQZBAIHBS-UHFFFAOYSA-N,0.6207,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0750,Tetraconazole,DTXSID8034956,80277,LQDARGUHUSPFNL-UHFFFAOYSA-N,1.077,mg/L,LOW,3,"OPERA 2.7, QSARr",3.08,mg/L,3.806,mg/L,n/a,n/a,n/a,5
ID_0751,Penconazole,DTXSID8042260,91693,WKBPZYKAUNRMKP-UHFFFAOYSA-N,0.5571,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0752,Propafenone-N-Desmethyl,DTXSID001006774,128820,HIGKMVIPYOFHBP-UHFFFAOYSA-N,6.959,mg/L,LOW,0,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0753,Venlafaxine,DTXSID6023737,5656,PNVNVHUZROJLTJ-UHFFFAOYSA-N,5.536,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0754,Tinidazole,DTXSID4023676,5479,HJLSLZFTEKNLFI-UHFFFAOYSA-N,4.711,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0755,Venlafaxine-N.N-didesmethyl,DTXSID50891440,9795857,SUQHIQRIIBKNOR-UHFFFAOYSA-N,11.65,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0756,Fenpropidin,DTXSID9058157,91694,MGNFYQILYYYUBS-UHFFFAOYSA-N,0.3584,mg/L,MODERATE,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0757,Citalopram,DTXSID8022826,2771,WSEQXVZVJXJVFP-UHFFFAOYSA-N,2.324,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0758,Citalopram hydrobromide,DTXSID40872344,23657881,WIHMBLDNRMIGDW-UHFFFAOYSA-N,2.338,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0759,Citalopram amide,DTXSID10881084,10193515,LYYWQJNKWCANAC-UHFFFAOYSA-N,2.959,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0760,Citalopram carboxylic acid,DTXSID50881083,9928044,GECQEQCYCDJXJC-UHFFFAOYSA-N,2.46,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0761,3-oxo-citalopram,DTXSID30881081,11484526,ASGSMDPSNUXWMB-UHFFFAOYSA-N,2.237,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0762,1-(3-Trifluoromethylphenyl)-piperazin | TFMPP,DTXSID10165876,4296,KKIMDKMETPPURN-UHFFFAOYSA-N,3.469,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0763,Terconazole,DTXSID2045498,441383,BLSQLHNBWJLIBQ-OZXSUGGESA-N,1.601,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0764,Metoprolol,DTXSID2023309,4171,IUBSYMUCCVWXPE-UHFFFAOYSA-N,5.095,mg/L,MODERATE,3,"OPERA 2.7, QSARr",100,mg/L,100,mg/L,3,3,"OPERA 2.7, QSARr",1
ID_0765,Ketobemidone,DTXSID00196977,10101,ALFGKMXHOUSVAD-UHFFFAOYSA-N,7.518,mg/L,MODERATE,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0766,Pipamperone,DTXSID8048369,4830,AXKPFOAXAHJUAG-UHFFFAOYSA-N,7.267,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0767,Penfluridol,DTXSID5049021,33630,MDLAAYDRRZXJIF-UHFFFAOYSA-N,0.9133,mg/L,LOW,0,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0768,Mabuterol,DTXSID3048283,3995,JSJCTEKTBOKRST-UHFFFAOYSA-N,1.33,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0769,Thiacloprid amide,DTXSID60583566,16212161,LEZHOZPJYAQQNU-UVTDQMKNSA-N,5.393,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0770,Nitrofurantoin,DTXSID7020972,4509,NXFQHRVNIOXGAQ-UHFFFAOYSA-N,4.266,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0771,Candesartan cilexetil,DTXSID5020239,2540,GHOSNRCGJFBJIB-UHFFFAOYSA-N,1.109,mg/L,LOW,0,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0772,Azaconazole,DTXSID3041613,43233,AKNQMEBLVAMSNZ-UHFFFAOYSA-N,1.621,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0773,Etaconazole,DTXSID2041913,91673,DWRKFAJEBUWTQM-UHFFFAOYSA-N,1.936,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0774,Propiconazole,DTXSID8024280,43234,STJLVHWMYQXCPB-UHFFFAOYSA-N,1.661,mg/L,LOW,3,"OPERA 2.7, QSARr",1,mg/L,5.336,mg/L,3,3,"OPERA 2.7, QSARr",25
ID_0775,Etofenprox,DTXSID9032610,71245,YREQHYQNNWYQCJ-UHFFFAOYSA-N,0.547,mg/L,LOW,0,"OPERA 2.7, QSARr",0.002581,mg/L,0.0442,mg/L,0,0,"OPERA 2.7, QSARr",14
ID_0776,Epoxiconazole,DTXSID1040372,n/a,ZMYFCFLJBGAQRS-RXQGYGPJNA-N,1.05,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0777,Flusilazole,DTXSID3024235,73675,FQKUGOMFVDPBIZ-UHFFFAOYSA-N,0.4397,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0778,Droperidol,DTXSID6022973,3168,RMEDXOLNCUSCGS-UHFFFAOYSA-N,2.718,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0779,Benperidol,DTXSID7045364,16363,FEBOTPHFXYHVPL-UHFFFAOYSA-N,3.08,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0780,Pimozide,DTXSID8023474,16362,YVUQSNJEYSNKRX-UHFFFAOYSA-N,0.6437,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0781,Acetylpromazine,DTXSID1022552,6077,NOSIYYJFMPDDSA-UHFFFAOYSA-N,1.747,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0782,Propionylpromazine,DTXSID3046950,24352,ZQTVCQIJTREKSP-UHFFFAOYSA-N,1.39,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0783,Miconazole,DTXSID6023319,4189,BYBLEWFAAKGYCD-UHFFFAOYSA-N,0.6803,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0784,Isoconazole,DTXSID7045447,3760,MPIPASJGOJYODL-UHFFFAOYSA-N,0.6803,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0785,Imazalil,DTXSID8024151,37175,PZBPKYOVPCNPJY-UHFFFAOYSA-N,1.076,mg/L,LOW,3,"OPERA 2.7, QSARr",1.532,mg/L,2.277,mg/L,3,3,"OPERA 2.7, QSARr",3
ID_0786,Cloperastine,DTXSID7048532,2805,FLNXBVJLPJNOSI-UHFFFAOYSA-N,1.289,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0787,Econazole,DTXSID2029872,3198,LEZWWPYKPKIXLL-UHFFFAOYSA-N,0.6502,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0788,Propafenone,DTXSID9045184,4932,JWHAUXFOSRPERK-UHFFFAOYSA-N,3.604,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0789,Sumatriptan,DTXSID4023628,5358,KQKPFRSPSRPDEB-UHFFFAOYSA-N,4.521,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0790,Oxatomide,DTXSID4045181,1385580,BAINIUMDFURPJM-UHFFFAOYSA-N,1.669,mg/L,LOW,0,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0791,Betaxolol,DTXSID2022674,2369,NWIUTZDMDHAVTP-UHFFFAOYSA-N,5.592,mg/L,MODERATE,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0792,Ketoconazole,DTXSID7029879,456201,XMAYWYJOQHXEEK-OZXSUGGESA-N,3.084,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0793,o-Terphenyl,DTXSID1049697,6766,OIAQMFOKAXHPNH-UHFFFAOYSA-N,0.2295,mg/L,EXPERIMENTAL,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0794,m-Terphenyl,DTXSID2029117,7076,YJTKZCDBKVTVBY-UHFFFAOYSA-N,0.3018,mg/L,MODERATE,0,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0795,p-Terphenyl,DTXSID6029121,7115,XJKSTNDFUHDPQJ-UHFFFAOYSA-N,0.2152,mg/L,GOOD,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0796,"10,11-Dihydro-10,11-dihydroxycarbamazepine",DTXSID30891504,83852,PRGQOPPDPVELEG-UHFFFAOYSA-N,6.235,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0797,Mequitazine,DTXSID8023262,4066,HOKDBMAJZXIPGC-UHFFFAOYSA-N,1.193,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0798,Thioridazine,DTXSID6023656,5452,KLBQZWRITKRQQV-UHFFFAOYSA-N,0.69,mg/L,LOW,0,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0799,Dibenzepin,DTXSID7022916,9419,QPGGEKPRGVJKQB-UHFFFAOYSA-N,5.163,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0800,Fonazine,DTXSID6023076,3089,VWNWVCJGUMZDIU-UHFFFAOYSA-N,2.056,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0801,Periciazine,DTXSID5045910,4747,LUALIOATIOESLM-UHFFFAOYSA-N,2.663,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0802,Perazine,DTXSID6048628,4744,WEYVCQFUGFRXOM-UHFFFAOYSA-N,1.785,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0803,Triphthasine,DTXSID1046928,5566,ZEWQUBUPAILYHI-UHFFFAOYSA-N,1.488,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0804,10-[3-(Dimethylamino)-2-methylpropyl]-10H-phenothiazine-2-carbonitrile | Cyamepromazine,DTXSID80863190,62865,SLFGIOIONGJGRT-UHFFFAOYSA-N,1.153,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0805,Oxomemazine,DTXSID5023405,19396,QTQPVLDZQVPLGV-UHFFFAOYSA-N,2.261,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0806,Pipotiazine,DTXSID40192913,62867,JOMHSQGEWSNUKU-UHFFFAOYSA-N,2.576,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0807,Phenothiazine,DTXSID5021126,7108,WJFKNYWRSNBZNX-UHFFFAOYSA-N,1.427,mg/L,LOW,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ID_0808,Phenoxazine,DTXSID10159199,67278,TZMSYXZUNZXBOL-UHFFFAOYSA-N,4.855,mg/L,MODERATE,3,"OPERA 2.7, QSARr",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
